"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","BOW$target"
0.000120366838543409,5.17348786979884e-05,7.38270222080588e-25,4.72046805705149e-29,2.61119418344928e-15,1.98236024242522e-05,1.3593141944192e-05,0.000100739968983941,3.31079957580014e-27,1.0611164935959e-32,4.41230943468166e-05,9.60061281203421e-10,2.21412195677147e-16,1.07363468506292e-12,3.99286461814628e-09,5.42154663893456e-13,3.00956102877542e-20,4.85802415993846e-14,3.83493961852178e-05,1.3116870632275e-11,1.09798101741501e-24,0.000136899270773423,9.54379099494859e-07,5.03971063063457e-05,1.67138971580871e-15,5.37508461248921e-21,4.53375314975539e-05,6.91270905090416e-21,1.12220216828317e-21,1.36114365567261e-34,1.63909941193409e-12,4.68524379297457e-12,6.82354360157525e-14,2.04284585302028e-22,1.02107253690725e-05,5.96732157815382e-12,2.14360311864186e-29,3.17340236261152e-14,4.09759953836761e-13,1.42209675048176e-20,6.69156176233362e-05,2.49114824774879e-15,1.57887598892604e-23,1.85111706782488e-14,4.46735362905996e-63,3.35821767981049e-12,9.1583533291477e-08,0.000210541275204852,1.3055905155243e-15,8.99166055732504e-05,"category1"
4.75255276009897e-13,4.13332771104166e-36,3.04820228905297e-22,6.3910548214971e-09,6.80935196874987e-14,2.64725217700763e-10,6.55875575997539e-05,2.23392762039187e-11,1.59515564261875e-18,4.45576237599308e-08,2.7131218426852e-08,4.24123141742732e-38,6.50019820887776e-10,5.02433307089899e-05,6.97217890513504e-25,7.0988485937351e-24,3.11876654681727e-37,7.58437280394833e-27,0.000112250122290985,1.57795367547499e-05,5.18052318058793e-05,1.95797952178753e-21,6.6297478207457e-07,5.20361484043288e-20,1.01401948992778e-08,1.1630742897276e-41,3.82360705551264e-17,2.55051243250139e-05,1.66223055705301e-08,5.17366935096734e-05,0.000123755625841506,1.94389448282314e-23,2.71491006679811e-16,6.0495421354184e-05,1.04814794852076e-16,3.64727861845848e-13,1.43897810050715e-30,3.77722291010955e-06,1.98402759059161e-05,1.22149710247393e-07,5.79748275089067e-05,0.000194001977520178,4.35323208736762e-12,1.83815638528403e-22,3.2761373887424e-15,5.41417533542646e-05,5.16295923167642e-57,3.23434175477684e-44,1.14960202006841e-33,0.000112214389370774,"category1"
1.21076080177267e-16,4.79132335974365e-21,8.18760478524163e-13,7.37450943876188e-05,0.000112024807886907,2.12166170787567e-20,1.82526054430342e-23,1.70146313321422e-13,9.28188437709162e-17,1.11907364885983e-16,8.02804916374407e-34,1.01004104511889e-11,5.2639157093263e-05,2.98803622045754e-34,3.29741380103848e-09,2.90532586045517e-24,1.33690448523559e-17,2.35631902250217e-29,1.91708414618988e-28,0.000467291066814134,2.98680496626749e-10,1.47806355940292e-31,2.47108219259348e-10,1.68620109702298e-14,4.84112911698946e-20,4.25023261831838e-24,5.07103150201655e-05,0.000120224253382848,9.84748941370108e-37,2.1831035276476e-25,9.93353884572851e-33,1.38461579949561e-33,2.17337920254915e-31,1.90254024985029e-26,4.30208199218917e-15,2.09360142362603e-19,1.97452691370048e-07,9.3980943067826e-06,1.50033892125683e-21,2.39841442829319e-41,9.27686190558449e-07,3.42997230625413e-20,2.7377034689027e-12,2.42572612786553e-23,4.7483595155337e-17,7.43409288017082e-17,1.23575565196678e-52,4.97512056419431e-05,6.30843789923925e-05,2.63054085452568e-09,"category1"
4.54718872233717e-19,3.36460679641137e-59,8.72278682936041e-23,0.000107355638063069,0.00026376415942534,8.3811650714396e-37,1.53488706440864e-37,3.5656413509793e-24,2.76154204939515e-40,8.30200710133625e-05,8.49991139301908e-25,8.7892541423891e-05,4.94252876056734e-07,3.03116493465859e-22,9.96154407692356e-09,8.60059401908183e-31,6.34598038318393e-31,5.187837207101e-05,1.0211872547865e-17,1.89370194777857e-08,1.41148178870549e-30,9.86684279865987e-36,4.37540573731647e-20,3.55708180950682e-24,9.27523804767383e-20,1.25538846596939e-09,4.48637147119192e-13,3.0839581550315e-13,8.37397939788187e-51,4.36952715823298e-18,2.0689104684691e-08,1.78049231414163e-21,1.47565445375711e-16,3.63519883083676e-32,3.04556809662184e-08,1.26554614805141e-11,1.29730931294707e-13,0.000404673756393671,5.32830832530588e-19,1.22345163344882e-35,5.94568089676168e-18,2.94256338133899e-20,6.84822083550108e-15,8.33728031955571e-07,1.47313030723497e-29,6.03317626811084e-09,7.60200966035147e-40,1.01013931363622e-26,1.35238460107824e-10,6.59574402926493e-19,"category1"
8.73950995149054e-39,1.16393393198034e-45,2.96316203201356e-05,1.38708150852518e-23,7.8249342039374e-08,4.46995718598278e-73,4.16609978568043e-20,5.36696912072652e-46,7.47856136312095e-30,3.23409652539081e-34,2.0497096962249e-31,1.61126962723758e-30,0.00070412482874173,4.46285302661442e-05,1.48793128142525e-95,1.18969604683089e-38,5.34521840754567e-32,3.49131457375133e-16,1.08447986073843e-65,0.000134749857650747,8.39429826628578e-89,1.63618184671286e-20,2.26947297358067e-17,5.21365136308494e-06,6.53214077666708e-75,6.12191208339578e-57,7.70362838037128e-05,3.24280363156888e-40,2.3108263313165e-20,4.9368726938456e-30,1.84279488696863e-27,2.11766185906688e-50,1.76194890788682e-52,4.22058838689622e-06,7.48720343942509e-52,6.28636254186993e-52,3.04893113889555e-20,2.0942439456061e-29,2.39367850319515e-12,1.63961382865894e-37,3.16387707243056e-07,2.81677530419305e-27,1.00764160468835e-35,5.12290772604914e-47,2.1207170554329e-112,2.42167138802866e-14,2.08171821633311e-90,1.0192873518995e-45,1.95628788851501e-39,1.44210319335921e-39,"category1"
0.000214199613737236,2.35070826983179e-13,2.89323605028016e-22,1.68759190464729e-17,4.38822795985334e-14,3.08172898716034e-12,6.93738078528591e-29,8.53330583320236e-11,4.12034919590819e-34,2.54555455054526e-13,1.40664410603991e-45,0.00016665496272579,0.000118845606032702,9.23856033582844e-10,2.03456294711634e-14,4.33852551954783e-36,6.24675593954e-16,1.88448813259041e-17,4.55667579888884e-07,5.03915919769184e-05,4.59979747161712e-14,2.09564638563008e-16,0.000165446699242927,7.75938726637296e-16,5.90141603095594e-21,4.45639018582768e-07,5.38174649850631e-13,0.000211038963640781,1.02614620073932e-18,2.0906696924327e-12,5.40598943696802e-30,1.59513104347798e-10,3.18363139195157e-12,6.06706669612174e-18,3.30235423957756e-11,2.10537079255731e-05,6.56462150978663e-20,2.7157048748282e-12,1.2412730474837e-25,4.49381770392533e-32,5.1435534237906e-05,2.58026843984396e-08,1.0556988242766e-10,1.15360384079315e-17,6.41708492146694e-15,2.19972522980302e-18,3.91726433474189e-32,4.88478132784927e-09,6.9025020003772e-12,3.46504462834142e-39,"category1"
1.72741609114957e-05,5.82066469092141e-22,3.24820896334035e-24,2.58911610315728e-31,1.16414927997505e-16,5.33711666717393e-25,1.10616308366339e-30,7.20419493967987e-19,0.000939887287931228,9.34314652023966e-37,9.01649284773971e-28,8.83072849053713e-26,2.62036792877595e-05,8.72923642215425e-06,3.319353138158e-52,4.87032027957131e-30,2.49373054314059e-27,8.87773561852957e-30,3.69220227620447e-19,4.74320049852298e-19,6.38017486519822e-42,1.43211698304046e-20,2.93305143363549e-09,3.82351671436208e-12,2.88233132871523e-27,2.69334567962378e-12,4.87872778758054e-12,3.51569451380611e-07,6.68262254733049e-19,2.72085333426856e-24,1.34108276411589e-11,4.43153911014125e-17,5.18363728946759e-19,7.26007542380086e-06,7.35078813000903e-18,1.52229201783803e-13,2.16166728247665e-15,2.89973967817375e-07,7.53057780547702e-42,3.7997630054206e-24,6.57390291857102e-14,2.65224528528008e-23,2.9295588150353e-28,3.21075826155877e-18,1.28776273683956e-23,7.25289997961848e-19,5.0833623734449e-20,1.0044423137998e-20,1.05852620441325e-09,2.51727651075107e-24,"category1"
2.03456624149553e-19,5.86150964422457e-26,6.61171915619612e-16,4.25241784521032e-18,0.000104732220598962,9.75771788233822e-38,1.25477457338746e-25,8.40523529444373e-17,1.09759136856689e-24,3.35378194286979e-20,9.65090713089311e-28,0.000197141147311791,0.000375070246064737,2.26282903380069e-29,7.5354526726398e-23,1.20675786136731e-26,4.1516025529249e-26,4.5684249422615e-13,3.42698376468417e-07,8.24150045530257e-11,7.16855080895802e-31,5.49941605529942e-16,6.10310417090291e-11,4.1410644660756e-26,4.29014386768313e-24,3.10122436747101e-08,8.98782524528977e-05,5.17621862606778e-16,3.81323175846105e-10,1.35968897871105e-16,9.34008241858841e-31,9.49106488660365e-30,2.14570632074984e-08,1.08756342047501e-28,2.71208061507068e-21,0.000221856665617259,2.28373242385014e-27,4.53368384803602e-22,2.19835497292067e-25,1.20843926954203e-26,1.07491442801758e-05,1.1487998903812e-34,1.05579358876398e-25,2.99536876280302e-39,1.16843012935135e-31,3.99026015545005e-12,5.83234944596051e-23,1.76626772541337e-07,7.9875635078522e-18,1.36361734208501e-22,"category1"
2.23487984517663e-07,1.74744486145139e-05,6.95523141419001e-05,3.10199799288367e-14,4.23886031467296e-10,2.79976598761412e-07,1.80803828407717e-21,7.72502770480325e-20,6.08086725532627e-06,1.32298239348526e-29,7.49250966422402e-07,3.53736817155385e-20,3.23139753663761e-05,2.8939408351971e-28,1.01509931754613e-10,5.37952717586468e-11,7.3830166754563e-13,3.8044185472855e-19,1.62694387643176e-17,7.05939556805955e-10,3.98290152530823e-15,5.918326111692e-13,0.000236917290876954,7.32911609841912e-18,6.73277853195477e-23,0.00017168840360673,1.30010553566719e-06,2.61911287189106e-13,4.89421407074772e-13,3.07904991380203e-11,6.12392259218399e-28,2.23401856185362e-08,0.000289662126981899,6.13681353204007e-14,2.9105300332817e-05,6.10595488551105e-05,4.65437272931043e-10,1.82877899020569e-21,7.28527780098144e-07,5.00749844412914e-26,2.5738786470677e-14,8.78311526379587e-17,1.91163818854918e-15,7.554790889987e-19,9.12831578993841e-11,3.31683219491369e-05,3.82047215912937e-25,3.42500192342249e-07,2.25166994773171e-28,4.93293379284855e-05,"category1"
8.27475227324422e-05,1.69734477997718e-34,1.43636190329347e-14,2.47550571323059e-15,2.44424682099008e-05,4.48315562388065e-30,2.61442839249141e-16,1.10969826082911e-05,5.23126304767147e-19,2.78793997475067e-14,2.10544796057561e-23,1.5597243732776e-12,1.19365633316529e-08,3.86655496760679e-07,1.44530669449404e-28,9.38997770144497e-32,7.74478178843964e-23,2.33930307785542e-05,4.34986338179558e-19,6.59164653191391e-05,5.50737209201833e-15,6.78816065791457e-05,0.000181102781195145,1.12943753037327e-17,4.18229633149492e-25,1.00106472049309e-08,0.000230396133158486,1.69541907280466e-17,1.79962637545257e-20,2.8713436316078e-33,4.74490875060109e-21,2.78812404317345e-16,7.38515595422615e-20,4.35321932646067e-36,2.35276585465176e-17,5.94506301491606e-12,3.09618946557404e-29,1.03489260730134e-07,2.73419687175782e-18,1.74085914909783e-25,6.81757077122742e-05,4.85327632839988e-18,4.13120390176998e-42,0.000146311401676248,1.54817184997043e-42,3.38837285067432e-15,2.2102430007516e-09,9.80215902463855e-05,1.3403113681392e-14,5.54880850516032e-16,"category1"
1.01438480354734e-11,2.4727142227685e-31,6.42356366479198e-10,4.92166682680081e-05,4.67188024540431e-11,2.23061547283331e-39,9.51373374998472e-17,0.00010823863824876,1.34134721554764e-17,4.92284900601089e-05,7.01693909504602e-26,7.36132551099231e-11,0.000331996389009803,1.8585798044652e-09,1.69683914360744e-28,2.7257313454648e-38,1.01213177618518e-15,4.7183194387585e-21,2.48911857012135e-29,1.03474491120697e-06,5.27721660708485e-17,2.42262525109322e-27,0.00030135209372728,1.20771392173505e-08,4.92123388613105e-22,9.78548549298928e-14,5.15398905599411e-09,3.98790394449147e-05,2.52461066086727e-20,2.01678185355267e-55,2.29743739734771e-17,1.40260494214328e-12,5.19166006411378e-15,2.60848127862581e-52,4.16909631617338e-38,1.29395922235094e-08,6.30646267275616e-08,2.02550620674194e-05,6.54104679479345e-30,4.2504504489203e-44,6.63624332313256e-09,2.11278741329913e-15,4.78147589701373e-05,1.34148927684298e-16,1.21604578176311e-08,6.93695291401101e-07,1.98696290471508e-13,2.81249760825781e-10,5.01754735829677e-05,2.57373147069059e-56,"category1"
1.36215928713824e-28,0.000226005765068404,4.12845004076371e-18,0.000212428621087415,4.97445507139177e-14,1.7964883241509e-14,3.41025819940794e-41,4.55009756873578e-09,2.29985620014042e-24,8.5910444879373e-24,2.36438136052048e-16,1.63521668008925e-15,0.000114716666715158,8.56674537324015e-51,1.25904958065891e-08,5.87590309019962e-17,1.43349584710398e-10,2.27773541792435e-18,4.84211432352346e-10,8.25912706228276e-05,3.69578459801559e-08,6.67371255623904e-22,4.10535861186251e-09,4.19606049335154e-09,7.60260767688259e-56,9.11339042899357e-15,0.000107046398222661,2.21246829240688e-09,1.59880675838709e-12,2.22784850306639e-46,1.69236641199283e-34,6.21299049232765e-18,7.88039343683075e-17,3.37768460470866e-26,3.74875562367859e-13,8.93215086025886e-06,3.74035977700683e-08,2.54464295050641e-38,2.30487330753237e-09,9.32250001533244e-15,2.43932054252282e-06,2.38907130919911e-18,4.16766575751562e-12,1.7160457416192e-51,6.17352052650578e-37,9.90520881096312e-24,9.88307700109331e-13,0.00015068997483956,9.50448764645194e-05,1.32516373930277e-42,"category1"
4.6332753823005e-09,2.14916828992988e-36,2.76825495945722e-05,2.85366887755242e-10,2.7315715463307e-09,3.73089166608217e-48,5.4800413514177e-12,1.21105299553325e-24,6.90528845619988e-09,6.86201465849226e-08,5.0635921391959e-05,1.98284462415957e-14,0.000157466136807324,7.73807538284429e-08,1.22295743767922e-27,9.94557151858629e-20,1.13609435844475e-07,1.75217480339867e-15,1.00936911243349e-31,0.000113410053131445,3.48713325717899e-45,8.72930721163366e-08,0.000129720967372292,2.85010337215613e-08,2.54540696396088e-23,5.9201808208511e-35,0.000146225938739902,2.45952708160416e-05,1.10057587602019e-16,3.38606715632881e-25,4.50525551585914e-21,3.78987386536156e-20,3.64624735770185e-18,3.17952599741485e-24,8.53678796771653e-50,6.51686214112259e-07,8.9224316625539e-20,7.7188380720546e-19,4.52013168209947e-14,2.38451240946348e-05,0.000247546688448736,5.58260920826283e-43,5.27222103462834e-39,1.42038389701273e-18,5.74252227774854e-41,7.78272002665216e-05,4.86334850657174e-42,2.49763115380317e-09,4.059167541725e-25,1.67709214069005e-21,"category1"
8.40436149281515e-06,2.97593566387649e-14,2.14538176651898e-15,7.38112758843148e-05,4.11316383592284e-05,6.10560166647397e-22,3.02392089357823e-17,2.77786963131885e-12,7.37276163159691e-31,1.16669457152965e-27,1.43167732128986e-05,1.05078529111007e-06,1.10045881364677e-05,7.6521974876239e-22,1.90470709039447e-16,1.06208181204902e-24,2.06777418547885e-18,6.891449517755e-17,1.67545984492154e-06,1.10739990320578e-16,3.77076131929017e-15,2.10476539493247e-14,1.45150015702739e-09,1.37199057968618e-05,3.61967016858646e-26,1.16514015642692e-07,1.43981781796379e-10,1.18208654471863e-11,7.56844924329944e-19,4.69143290322979e-21,1.75147472313232e-29,6.35708593442939e-13,3.70055083791861e-22,2.38144025297792e-25,1.14487438148895e-11,3.45867866730165e-05,5.11586299671634e-15,2.04825074954897e-20,1.98912695160139e-15,0.000102265911489313,0.000507781661865369,3.25641194211888e-15,7.64421952723033e-07,5.25106909969486e-39,0.0001390627708753,3.46667999452093e-19,9.91846509082559e-25,5.03055228771201e-05,2.85054050853668e-16,7.38978788805333e-20,"category1"
