"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","BOW$target"
3.88934838138148e-05,4.55080841754511e-47,7.17205652286838e-05,1.03868090218719e-30,1.04612870073117e-53,5.91812020398298e-71,6.57081222828982e-26,2.06813245781838e-35,1.98923493889527e-27,1.52032194682254e-32,4.71845835460039e-06,2.7120029436381e-25,5.46508263757051e-35,7.06204110885133e-58,4.16585550810055e-40,1.7507061718076e-20,1.19594715812252e-07,1.96724327625447e-05,3.82900665266645e-32,3.39594688728586e-05,4.36924027684074e-53,8.53917958112199e-06,9.17632740668954e-12,2.03922922819568e-22,9.39542503408439e-56,2.27860255438767e-13,4.7191156471719e-14,1.65722802168747e-52,2.66881318095041e-83,5.34111191430706e-05,1.63466413441004e-13,7.8629596111901e-28,1.47838854385293e-33,4.77956304076246e-94,4.9058056328795e-58,1.3348070856576e-34,8.3431962552221e-70,6.43154265235561e-39,9.68875797408581e-13,3.72766867776282e-27,0.000140988368380926,1.36770276790614e-32,3.77933958533198e-57,5.33686789118522e-10,7.19605799118882e-32,1.32940221939854e-17,5.67095195879921e-34,5.94399853791856e-10,3.09340749173219e-20,7.05751196807948e-59,"category1"
0.000102370783294957,6.92638464213941e-57,0.00016615024268175,1.48259232726443e-15,1.44833341930902e-62,8.8897991040863e-73,5.32515116410669e-64,5.76634631459706e-27,2.01449513752999e-71,1.76767173516487e-40,8.46343583931946e-07,5.63989092653547e-32,4.36343610273384e-74,5.55396049053225e-64,8.0724752678266e-76,8.83714770707451e-70,3.78956854421265e-17,1.94358523055623e-24,5.69892788177261e-55,5.99439127880303e-05,1.39988100907941e-90,2.25089626374441e-30,2.37561004108919e-26,3.61081397391057e-24,5.00759845404087e-58,9.70090515772657e-17,2.94709931307797e-10,3.25543521809465e-59,1.025019478168e-78,4.78654491001353e-06,2.5262036390915e-17,1.29230305524738e-44,4.48084413547487e-62,6.68841399281558e-50,3.70827673582544e-47,1.53640795768134e-06,1.56412469065986e-53,3.39149094779013e-64,1.08082742347333e-23,6.43221578499547e-27,1.39271274117638e-21,7.89456804908693e-50,9.32692251815717e-66,6.29445736192227e-06,7.14080437765178e-19,3.00936658908642e-05,2.75783832423853e-52,1.31331128460311e-32,1.15634308401145e-09,1.9755978635855e-56,"category1"
4.83267594931631e-05,7.24168625997345e-24,0.000172622237976353,2.36464901091159e-08,2.20234240737869e-62,5.18614624680995e-71,1.34609204268448e-05,1.52401844910947e-24,8.7052988528844e-74,2.50317350975445e-27,1.37960072813909e-24,1.33847851557586e-27,1.25748965107908e-54,1.89614403615611e-54,4.08595634793444e-76,6.64877755469344e-56,1.12917928204481e-16,1.78857068694714e-28,5.25873701151929e-44,1.55219909111748e-10,3.72189674901053e-91,1.719389940912e-16,1.08627531400906e-52,1.2538242832655e-08,2.35347573360626e-68,0.000103495310626305,1.99095654288035e-20,4.00118221667866e-44,7.07413223861499e-65,9.93079684577591e-10,7.77845326025451e-17,3.06265704165768e-23,6.95879844560663e-68,1.89204941517278e-71,5.57826644488565e-43,1.93771720345618e-08,3.52175488735129e-49,4.01049791221245e-43,3.61270903689628e-14,4.44514690429732e-18,9.6532398646831e-21,1.78769551486281e-84,2.28410127097049e-43,3.40617523419552e-05,2.62635486824708e-19,8.96090748159307e-11,1.93214096208439e-52,7.66802116821469e-32,2.88090482529781e-11,5.18496058990029e-59,"category1"
0.000102842213090033,3.36689168904082e-72,1.21905532720923e-07,1.48503149879584e-64,1.0014440480037e-06,8.67802803767091e-15,1.98872872185544e-27,2.26004243362058e-21,6.19672531232689e-25,4.12233470452883e-33,1.62417557997634e-17,2.70276346240206e-10,1.45325254145917e-38,4.68085079818789e-12,1.26574861519153e-40,1.22389079795408e-27,3.2967348456321e-05,1.86536469891168e-05,8.774438693132e-09,9.02400987627129e-27,2.36617484928988e-65,3.27322675896222e-05,2.05977264738714e-05,1.33276214255517e-09,1.88677720275275e-15,3.10931231193505e-10,3.71862210815285e-05,1.228762625926e-29,1.63791762475726e-42,6.93828209981801e-05,8.60601788123321e-13,1.44924102949765e-17,3.87989757008257e-12,2.55876962415933e-27,6.10263991075846e-40,3.55795958177881e-45,4.68354404514436e-39,9.38577238074666e-56,4.09546449341556e-21,3.78055376953644e-12,5.6527513484357e-05,1.20660456369692e-14,1.34317495854105e-17,1.42609846931121e-13,1.43419393932368e-38,9.08944845038546e-28,1.09915162874096e-39,4.29227740155836e-15,1.6131089856939e-16,1.38602710271779e-78,"category1"
1.87477299970247e-28,2.57530847990272e-29,1.2900479092881e-07,2.0065699458871e-40,1.17730987996404e-60,4.93217632889494e-52,9.00844652113707e-13,1.02112447693207e-16,7.83298393885351e-46,2.12001334606632e-42,1.43134047014044e-05,2.84036516414031e-15,2.14562087110963e-77,1.780665676562e-81,3.63447683386608e-35,7.68585606863749e-69,2.65544474914089e-10,7.26736276878318e-16,1.08700087025177e-52,7.02866754426476e-20,1.62464186878171e-80,1.28383838259832e-15,1.28884200347626e-12,1.59528631068487e-48,1.36651154982366e-35,0.000287472638663199,7.32823628710316e-26,1.61591753941372e-82,9.16434360955402e-76,2.18444630052622e-21,1.32683872950167e-17,3.10554388238468e-32,2.35323220071105e-26,1.60939336302689e-86,1.94670518633928e-48,1.75987043213046e-28,1.02329583823014e-60,7.40208931563162e-29,7.01084935963246e-05,3.45635787953631e-39,1.19860370728547e-15,5.22799023699618e-86,6.30210196487887e-41,1.84384811636948e-15,1.13024068431019e-42,2.19979050823674e-24,2.97840227175564e-14,5.16065112412689e-26,1.08127151894485e-26,6.93364082304414e-51,"category1"
1.25719324709863e-56,3.85866824163472e-28,4.23381101410667e-30,9.23101334897191e-37,7.16021960892777e-05,3.33553217859684e-08,2.01329069686029e-13,8.14673865931249e-22,9.50779410667536e-08,1.36009007314266e-16,1.9810366542864e-10,1.68447577543858e-29,1.43735837432857e-10,1.91112478016809e-15,2.68278338147049e-15,2.90464346453086e-12,1.43752376305751e-13,2.62034352334446e-26,2.61855403109256e-16,2.63765292195914e-26,4.28058693333887e-20,4.11136712477731e-19,1.6468482989632e-37,2.05512043649094e-12,9.8074561648799e-05,2.64245070884687e-32,3.33852642372239e-28,0.000102400899009556,2.29695240192774e-14,2.95054455600913e-05,6.17031487403691e-16,1.00630177633531e-32,8.5207544153145e-14,3.72081950433682e-05,7.96777826856993e-24,1.12942010939765e-20,9.49656217928941e-34,4.28833115740995e-48,4.75712626912402e-13,3.31037255687808e-05,5.74500217303607e-38,4.75748189521356e-19,1.17488268049179e-19,1.30302784595774e-34,1.96370162391697e-31,3.85988953728468e-20,2.07576070343669e-34,2.55358243858114e-51,3.16386519655052e-23,5.60723617967231e-12,"category1"
4.5714706011897e-23,3.74551925863745e-06,3.03379961949478e-08,8.72580945380827e-12,2.53956700690708e-24,3.57515062340267e-71,1.32394561087287e-46,6.82189207654781e-26,3.72380847798766e-22,3.93162360920826e-19,4.45418501330142e-25,1.01291044955775e-12,4.98166995306136e-31,2.05588708715943e-26,5.61409505205139e-21,1.64361090560843e-28,2.6202868127119e-14,2.25835304479997e-05,4.50287969047757e-20,7.15365769883767e-16,2.35976274599916e-20,3.86257398276526e-05,7.89125544167616e-06,6.40842886810947e-41,7.61736122751789e-18,1.20345345220987e-19,6.63089712313269e-30,2.07675683298405e-70,3.40847345860393e-21,2.20625119261505e-19,6.73228410371772e-18,1.9678835543158e-10,4.36049326065285e-38,1.2981805589401e-24,4.45326793627099e-05,1.4811087823174e-09,3.44267566634847e-11,3.78734018755611e-05,1.62924996149344e-08,2.7718525139805e-22,0.000216723330724191,1.00427037746114e-32,1.15871515313133e-24,7.17128237972989e-60,1.72519837495071e-60,6.73842273252878e-36,3.09924076963807e-25,2.47666142922623e-17,2.76214403066656e-41,1.60193466204357e-91,"category1"
2.93522742853412e-07,4.58426896718481e-39,1.25129286988533e-08,1.18389446246629e-17,2.79155871822235e-44,3.20808678310819e-54,1.73800276095151e-14,9.76780253703384e-13,5.47321724046343e-25,1.68171830684093e-60,1.2901516938804e-06,1.50624937314951e-08,1.43867895047838e-28,6.08713722898654e-08,1.88397954026322e-29,5.51758288524377e-49,4.75601124900274e-21,6.43421164632964e-15,1.22987952880207e-45,2.52831741424607e-15,1.41087522574855e-21,3.93695638752469e-17,5.82800591668384e-05,1.15124574283303e-26,3.4083758212964e-28,3.57772265348541e-16,1.21229333194693e-06,3.52399331790468e-35,8.97080787616213e-46,0.000183334455966927,1.65707252208755e-12,3.32149750778807e-39,1.62004651490791e-44,1.66052490895295e-49,3.36126937877693e-18,3.51407793386477e-21,1.5023463731889e-32,3.30582319827957e-23,6.99470745592839e-05,3.15711003376247e-25,1.5125102221776e-06,1.06592620651783e-46,8.5976532511905e-30,1.75881158602816e-08,1.53457845217738e-44,1.91090092794422e-05,3.69386911951377e-05,1.43306301116425e-20,3.79413544097417e-12,1.23411636908297e-63,"category1"
1.334254284925e-13,1.65084791224078e-07,5.51068789514648e-12,6.62322319134722e-09,1.20260317222147e-52,1.16210330985853e-07,5.54989823488243e-26,9.35047828082464e-23,1.64638922283392e-32,5.72908700727357e-29,7.18441943246047e-20,1.10533456487495e-12,4.7598399108383e-08,6.70248489395825e-12,2.70248862494233e-60,7.63794244859962e-05,4.8242091686087e-38,5.71172096892566e-25,7.25440957822835e-25,5.9035885341943e-15,2.6955977454693e-31,7.5544734324386e-21,7.70909638542269e-16,5.78236347871648e-11,2.15904460718436e-08,7.21245176026897e-13,1.19422609570906e-14,2.78786607501307e-11,3.80186196614763e-31,0.000149485118742836,9.81688176800967e-15,4.66501288172101e-22,2.73905632952381e-62,8.30021044760885e-50,2.05207723424814e-05,6.21432418441866e-08,4.75276738971268e-32,1.51065460444297e-05,8.19260703141213e-05,7.91378387508398e-20,8.05937233799225e-06,5.58115342170741e-24,2.65777769937552e-20,3.66800460148177e-18,2.23783297000571e-49,2.76506064793868e-39,2.01271546926474e-05,2.26938203170459e-13,2.09726835165809e-26,3.20999820806707e-17,"category1"
5.88378485208702e-05,2.34202530017607e-07,2.38197497745398e-11,8.93456432807817e-24,4.99788778779807e-45,4.40094501754294e-48,1.8544086027833e-52,4.64676318987545e-32,3.91697235507431e-05,1.16080243328534e-09,4.6876954600526e-08,6.17881649380705e-20,1.33438715759685e-15,3.41847452138827e-20,1.86013167025279e-05,6.50737988539332e-48,4.36872070534485e-32,2.09604758094172e-16,5.95652168285036e-12,2.51967486286144e-05,1.19643621136396e-06,1.8918730704299e-05,1.1764407534924e-13,1.2325196652243e-15,7.28553449448003e-15,5.10658830501364e-05,4.98549702473318e-28,2.19059835164188e-35,3.17158836507905e-22,4.39614035923857e-05,1.71736134435438e-18,3.55798367516144e-05,2.55247014312733e-07,2.86428894291554e-63,1.84900728512497e-05,1.3314067222203e-29,6.50389003895417e-50,6.89340066403618e-38,9.36808084878697e-10,4.13308733179664e-50,4.18656214430841e-05,1.86017333050568e-05,3.20604662157368e-56,6.8534781088683e-26,2.32983396968669e-37,6.12334503458998e-39,3.03257993775369e-19,1.98435549840068e-13,4.00903872065773e-41,2.70102420837085e-76,"category1"
5.19658436751155e-25,2.78222816270887e-50,2.82557217171536e-05,4.71810110105218e-45,5.29605801102275e-95,3.34523963632395e-32,5.98005432309457e-95,1.67060563666226e-06,1.09875643961132e-24,6.80101567076934e-32,8.80936718496809e-23,3.95919656582105e-35,3.61427902192195e-22,1.10777023163998e-18,3.59344867692827e-57,3.54779477355795e-39,3.06459618236646e-12,2.58923656449128e-21,2.71313162413466e-28,6.29138413518831e-20,4.67892067032821e-28,8.67908997496137e-21,6.87110897896094e-36,5.29249030471995e-44,4.27216522914209e-25,3.10491629524835e-05,3.71567175405628e-16,8.46288900473287e-82,1.96683827440501e-64,0.000242891045855504,1.28369706702507e-26,2.03289043771659e-35,7.7428305275167e-45,5.27546637558226e-78,8.51820428489535e-59,1.74375100310191e-59,4.3948096300503e-63,2.70316992414267e-52,8.32614868213978e-22,3.50400181441617e-50,4.81827719344878e-05,3.39629309872959e-45,1.86011897031719e-05,8.74134357309426e-38,1.79364264412579e-56,2.05963233039041e-50,1.37330865937853e-06,7.18442809015423e-36,4.75701656489203e-28,8.24328906394445e-87,"category1"
1.93360668213165e-26,3.33722614313134e-21,3.80822619425596e-16,1.51833364713585e-34,1.06478878820429e-24,6.95540254080462e-05,1.17938072869444e-08,8.54245194753676e-10,2.12643509904026e-15,1.95391474552429e-30,2.29968879821202e-05,8.5642003044358e-42,4.44079876822828e-30,1.64619987103611e-05,1.13958228683406e-56,5.02365001280161e-22,1.85473463228728e-05,9.29458800495712e-15,5.41126301862184e-16,1.20271177146413e-18,5.64034635167897e-05,1.02213185038391e-34,5.00984903149324e-35,1.86496677502735e-05,2.29379772373038e-08,2.10150929279588e-24,2.23736593861115e-36,0.000120382848420938,8.9048733503037e-18,6.57613950512157e-29,2.14273581997788e-05,4.6141817690029e-22,4.32961220197553e-15,1.93166986670728e-08,7.01201490258742e-34,1.19081875376859e-26,1.44754261682097e-07,1.79072528210207e-26,1.73436545910819e-06,2.5191892141927e-39,2.19434265949827e-08,8.92698671838624e-16,1.97037767820258e-10,3.13560189554989e-25,6.84690908939919e-25,2.56414216052483e-05,3.1526889639367e-36,6.37075330278142e-35,2.62021688966799e-09,8.45937658942215e-12,"category1"
1.51234912829883e-09,1.85276149392301e-54,1.11299132088553e-11,4.41050695716916e-30,1.07996157800114e-05,3.80792192387496e-35,3.74840380895219e-35,3.42368604995979e-35,1.53795343929955e-32,2.49971150967796e-33,4.48992442510735e-05,2.73423621855386e-27,7.54259596547135e-19,9.86873223530325e-24,7.3961848813595e-40,6.88545437951694e-28,1.55321967757061e-28,1.13059285870573e-46,1.10156022686124e-18,4.93326354726031e-05,1.35829389232912e-05,5.86005903199052e-20,9.15519745110902e-41,2.93474972445450e-11,1.3413086488774e-10,1.31812997284323e-19,0.000138093966644824,1.40174874321619e-40,6.42264701982211e-43,3.71892130219313e-05,3.7536539417276e-29,2.96549958329181e-29,6.99891992846075e-19,4.9313842981122e-30,3.10663468780161e-40,7.49707037261713e-05,8.24563020518922e-56,1.15603807845875e-33,5.20921211356309e-18,2.60116902759052e-60,3.13845856260172e-06,1.56766527911001e-21,3.37493257092141e-18,5.17977274653971e-32,3.60778738835131e-37,1.53461838864006e-08,1.5051909017836e-35,3.14800594803395e-28,2.60021389413914e-26,1.47405240399358e-76,"category1"
5.07387455359419e-25,4.26479608873633e-15,7.99313615624887e-07,2.51324331203745e-11,1.0695798111855e-09,4.59427196898036e-08,4.04648819492972e-28,1.81994287815697e-12,4.37795748530482e-32,8.54072917195732e-50,1.36099819906344e-07,1.06978821567505e-05,1.68537436126923e-09,3.88026620171188e-10,2.14500466778734e-63,0.000166991486872948,6.59567556166962e-05,2.81999256364519e-39,2.2968286512246e-13,1.58717805964223e-05,2.36819306903063e-74,6.74296532540983e-12,3.11889820214294e-37,2.57696353896195e-34,5.63498272629519e-42,1.80765845962518e-10,2.50247944938622e-14,8.3221031579531e-19,4.95746295292693e-13,6.59658091342678e-16,2.80439254905292e-20,2.40744689094035e-06,3.58133020487907e-12,1.21799292500122e-12,1.47757080258123e-28,3.86223260718015e-20,1.04208577945629e-10,5.40575368385333e-17,9.06567024671757e-09,1.15561008987758e-60,2.33865940138854e-30,6.33452026362073e-05,2.63793512089261e-17,3.64639310229863e-22,1.03008159385183e-05,2.88278110571219e-05,2.76382366360995e-26,2.55763794262255e-21,6.63073872739562e-06,1.10444361711062e-21,"category1"
